,pred
1521,301526.38125
1522,264500.9640625
1523,224090.16125
1524,132922.611484375
1525,270593.776640625
1526,169349.76953125
1527,133351.622109375
1528,235528.146875
1529,142781.719140625
1530,120373.657578125
1531,226709.5866015625
1532,144353.09609375
1533,130397.06515625
1534,154177.96921875
1535,231866.19609375
1536,189322.3478125
1537,356726.32171875
1538,412039.67859375
1539,401062.595703125
1540,179784.59671875
1541,89713.46546875
1542,205269.85703125
1543,118115.459375
1544,195446.58203125
1545,211677.6475
1546,321438.806875
1547,184263.39828125
1548,335537.064375
1549,268877.784609375
1550,109230.492734375
1551,303109.360390625
1552,395927.121171875
1553,309796.061875
1554,160821.153828125
1555,172889.8146875
1556,199733.182109375
1557,351057.00078125
1558,188034.966875
1559,210063.1525
1560,321626.2346875
1561,190953.874375
1562,194308.063046875
1563,213254.783671875
1564,219525.654140625
1565,369953.70265625
1566,175750.62390625
1567,247691.556875
1568,336490.07984375
1569,125994.80859375
1570,167020.51484375
1571,376951.769375
1572,76805.367890625
1573,169783.326328125
1574,483682.0346875
1575,155365.7590625
1576,284956.3796875
1577,163080.647421875
1578,189388.90890625
1579,193797.688828125
1580,166426.011796875
1581,195529.805625
1582,159191.77296875
1583,164618.94609375
1584,188388.74671875
1585,233868.51359375
1586,173081.2953125
1587,171207.08046875
1588,105452.67140625
1589,225456.715546875
1590,319857.084296875
1591,350142.101328125
1592,146226.10296875
1593,274657.263828125
1594,412126.6565625
1595,441407.08328125
1596,258488.56765625
1597,276361.738828125
1598,101802.0796875
1599,200857.6840625
1600,223089.21421875
1601,230072.2671875
1602,147710.17515625
1603,124728.906796875
1604,249146.3003125
1605,217797.087578125
1606,210546.32625
1607,162962.50375
1608,327692.105546875
1609,366219.8090625
1610,148043.09375
1611,163550.060078125
1612,237703.3928125
1613,164518.9528125
1614,334862.89265625
1615,249288.14875
1616,404536.96640625
1617,137489.333203125
1618,356190.0440625
1619,312543.8603125
1620,177282.972578125
1621,184847.462890625
1622,190876.4209375
1623,229181.554296875
1624,210635.808125
1625,227427.088046875
1626,198890.238203125
1627,159996.77078125
1628,207263.554609375
1629,212363.136640625
1630,288179.5578125
1631,340406.0278125
1632,187466.973125
1633,173735.90578125
1634,202097.302109375
1635,269682.749375
1636,469138.39609375
1637,162787.0378125
1638,178543.27015625
1639,248954.1165625
1640,249290.0725
1641,211344.6759375
1642,178487.32609375
1643,129897.339375
1644,319719.9671875
1645,257795.412421875
1646,137643.18796875
1647,104914.555078125
1648,140178.214375
1649,147420.83859375
1650,164921.25921875
1651,159971.261796875
1652,174940.502734375
1653,310956.4025
1654,177472.83078125
1655,218697.09703125
1656,147312.782890625
1657,319937.073828125
1658,201922.821875
1659,214938.739296875
1660,107137.678359375
1661,426938.03828125
1662,268543.826796875
1663,131473.918828125
1664,163698.0503125
1665,197369.7475
1666,152590.44375
1667,176310.9928125
1668,76415.3951953125
1669,192866.8028125
1670,158663.41671875
1671,130801.141015625
1672,327805.64953125
1673,222227.461484375
1674,244981.719921875
1675,309141.87171875
1676,246996.47734375
1677,148480.67953125
1678,166329.27359375
1679,204277.495
1680,219183.65125
1681,231230.640625
1682,182523.82515625
1683,327129.64078125
1684,211600.8003125
1685,205234.1375
1686,209338.47
1687,177774.218203125
1688,215589.83578125
1689,187976.76828125
1690,267600.2990625
1691,212408.6446875
1692,231928.45828125
1693,179593.379921875
1694,190456.438046875
1695,169616.39890625
1696,173037.677890625
1697,235171.660859375
1698,195065.0334375
1699,267200.1169921875
1700,128986.5209375
1701,168244.110703125
1702,403811.044765625
1703,180670.122109375
1704,189752.426328125
1705,299924.8390625
1706,164986.1159375
1707,252068.54453125
1708,187061.462890625
1709,185954.663671875
1710,186073.93609375
1711,147547.184765625
1712,499231.96875
1713,172556.119140625
1714,361358.781484375
1715,226040.07671875
1716,248622.984921875
1717,186006.669609375
1718,182313.6390625
1719,151113.325625
1720,175338.43640625
1721,368269.44984375
1722,169735.547890625
1723,200455.689609375
1724,460725.60421875
1725,113565.946328125
1726,99883.319375
1727,388488.294765625
1728,109346.0703125
1729,335225.90984375
1730,219719.931875
1731,218368.64921875
1732,215481.505859375
1733,271304.80296875
1734,186484.784765625
1735,264921.2309375
1736,195177.88453125
1737,181176.2665625
1738,243196.774296875
1739,219668.838828125
1740,317469.997890625
1741,171755.652265625
1742,219020.231640625
1743,175495.275078125
1744,169268.08234375
1745,167263.36125
1746,186755.34984375
1747,241405.920703125
1748,349828.555390625
1749,106184.656640625
1750,173242.5846875
1751,138258.9959375
1752,334960.4925
1753,147390.609453125
1754,86430.51
1755,194202.93921875
1756,188574.566640625
1757,286275.635234375
1758,161357.24015625
1759,221887.69953125
1760,217116.811484375
1761,227594.77921875
1762,373488.676640625
1763,143651.6446875
1764,259657.088125
1765,240351.3784375
1766,318114.765
1767,320042.31484375
1768,143832.863671875
1769,117367.069296875
1770,467134.8346875
1771,71499.0858203125
1772,222496.7053125
1773,161210.475390625
1774,89609.767890625
1775,201625.418359375
1776,203755.728046875
1777,331643.49328125
1778,176877.166796875
1779,237930.20046875
1780,184560.960078125
1781,148595.148359375
1782,356309.047421875
1783,176206.25453125
1784,140343.704765625
1785,122344.8096875
1786,223881.253359375
1787,161370.152421875
1788,180079.511796875
1789,308039.280078125
1790,191230.409765625
1791,174953.19921875
1792,189231.405703125
1793,435012.940625
1794,244271.293046875
1795,225737.239375
1796,157594.0521875
1797,156130.690078125
1798,280663.77875
1799,87388.4859375
1800,140158.009765625
1801,232353.08953125
1802,227354.0753125
1803,252659.15703125
1804,239863.5775
1805,207314.904140625
1806,351458.69296875
1807,139016.18859375
1808,202146.7784375
1809,235147.9234375
1810,214176.758046875
1811,238314.798046875
1812,157329.60125
1813,172560.206875
1814,285200.65078125
1815,177995.401875
1816,125398.190625
1817,172679.264765625
1818,206243.26390625
1819,150576.5759375
1820,280624.038984375
1821,194835.526875
1822,404052.54046875
1823,82059.203046875
1824,282968.206796875
1825,267757.943203125
1826,199506.0540625
1827,180167.4521875
1828,384659.7103125
1829,141125.502578125
1830,329089.4828125
1831,232847.41890625
1832,136753.97375
1833,188227.12359375
1834,250084.26125
1835,289699.9453125
1836,240010.585
1837,164114.49875
1838,179663.8009375
1839,168298.17609375
1840,203649.48328125
1841,268827.01546875
1842,140592.2759375
1843,120707.53265625
1844,149027.97265625
1845,139590.340390625
1846,182650.03796875
1847,210164.7209375
1848,156476.3028125
1849,199783.67984375
1850,250462.336953125
1851,183787.73484375
1852,190637.958984375
1853,146537.4028125
1854,198933.304140625
1855,326457.18078125
1856,179075.42640625
1857,165812.419609375
1858,141803.35640625
1859,146693.96671875
1860,180125.3634375
1861,211610.04859375
1862,273160.02546875
1863,242241.18625
1864,237763.61453125
1865,123086.48078125
1866,186336.914140625
1867,349812.70359375
1868,244467.873046875
1869,198940.1265625
1870,198191.40890625
1871,333204.547578125
1872,337006.4
1873,291819.8771875
1874,210941.94828125
1875,300524.3339453125
1876,386150.208984375
1877,171841.23796875
1878,201721.8115625
1879,298519.752265625
1880,185292.53234375
1881,435522.65
1882,165031.348046875
1883,303067.876875
1884,216026.62359375
1885,184781.41078125
1886,89371.869375
1887,143832.07125
1888,433422.06265625
1889,86851.294140625
1890,254479.80328125
1891,178261.156796875
1892,218887.06515625
1893,164494.527890625
1894,186585.5859375
1895,205866.85671875
1896,157836.385703125
1897,358076.320703125
1898,187131.39484375
1899,204011.2671875
1900,189783.14390625
1901,182527.62125
1902,202245.193359375
1903,197010.53359375
1904,191700.668828125
1905,191244.704296875
1906,321285.53921875
1907,174749.538515625
1908,85948.2101953125
1909,159026.84046875
1910,169854.26109375
1911,214550.71703125
1912,178089.71390625
1913,199978.78609375
1914,292562.203203125
1915,175416.4253125
1916,501076.3765625
1917,208667.163203125
1918,107636.465703125
1919,243664.36953125
1920,70085.1328125
1921,307111.176484375
1922,185226.38703125
1923,245471.60453125
1924,204911.6425
1925,162955.474921875
1926,210010.52671875
1927,387418.591640625
1928,166497.6596484375
1929,417493.388125
1930,206475.923125
1931,173592.298359375
1932,121600.630234375
1933,251990.117578125
1934,263000.999921875
1935,265498.74921875
1936,99488.814453125
1937,327229.8428125
1938,171830.243828125
1939,169902.594140625
1940,206393.4311328125
1941,166396.42953125
1942,168080.516796875
1943,224206.602890625
1944,169780.3540625
1945,208919.59140625
1946,128810.451328125
1947,182558.8028125
1948,171722.21109375
1949,182100.257421875
1950,151886.45625
1951,69977.753515625
1952,166438.47953125
1953,155991.890546875
1954,132547.787578125
1955,159514.9571875
1956,179840.7725
1957,214160.5265625
1958,301899.888671875
1959,127794.547421875
1960,230820.419453125
1961,220603.81296875
1962,289792.378359375
1963,154339.7728125
1964,249421.3203125
1965,314490.370234375
1966,173389.86625
1967,84379.1916015625
1968,338636.16875
1969,179739.7196875
1970,178213.31609375
1971,169615.99953125
1972,151670.233671875
1973,238357.91340624998
1974,168194.686171875
1975,151759.73015625
1976,175372.620859375
1977,326982.736875
1978,167176.8125
1979,323456.479453125
1980,209666.2603125
1981,299808.080859375
1982,180204.745078125
1983,189615.91265625
1984,156410.4721875
1985,203508.39140625
1986,196537.524375
1987,157054.58328125
1988,233808.65671875
1989,364996.54296875
1990,155768.50828125
1991,163731.0178125
1992,309560.77953125
1993,266175.89
1994,284607.713515625
1995,101857.093046875
1996,134062.5496875
1997,197763.1863671875
1998,182801.429375
1999,223735.596875
2000,119048.031484375
2001,353914.04703125
2002,178000.970078125
2003,287993.781953125
2004,193386.991875
2005,233390.315
2006,167971.67234375
2007,400356.716171875
2008,112091.5290625
2009,148249.770390625
2010,230703.410546875
2011,253847.054453125
2012,328731.840859375
2013,201362.234140625
2014,227339.4303125
2015,335496.16375
2016,141222.886953125
2017,422086.298671875
2018,194990.2459375
2019,221862.358125
2020,253489.633125
2021,196754.27171875
2022,239961.353984375
2023,217474.2026953125
2024,173088.94078125
2025,229750.71203125
2026,189082.515546875
2027,177542.304375
2028,260994.93546875
2029,369357.7009375
2030,402811.1325
2031,228415.11359375
2032,147973.18765625
2033,256613.687734375
2034,189661.070859375
2035,135951.039765625
2036,462020.27109375
2037,175263.271015625
2038,214048.34953125
2039,112375.549375
2040,120205.851328125
2041,186786.9953125
2042,138281.8665625
2043,114640.360390625
2044,221507.38234375
2045,196069.53109375
2046,348832.199765625
2047,168181.3690625
2048,200906.49171875
2049,353349.695625
2050,160750.48328125
2051,167422.48578125
2052,360641.874609375
2053,162555.474453125
2054,177424.95765625
2055,238972.27609375
2056,320427.438125
2057,173110.146484375
2058,131631.81828125
2059,188244.619140625
2060,233681.522421875
2061,132032.870390625
2062,247419.017421875
2063,260759.2409375
2064,187960.26828125
2065,239600.870078125
2066,166745.2771875
2067,95082.85390625
2068,403530.9625
2069,229462.470859375
2070,192700.174375
2071,266022.375078125
2072,340513.69375
2073,193485.59875
2074,258116.932265625
2075,162420.33484375
2076,133166.886328125
2077,150526.599296875
2078,481982.32328125
2079,246123.04375
2080,149035.864140625
2081,336963.632734375
2082,171234.765
2083,227607.83703125
2084,190581.0040625
2085,265181.58203125
2086,344079.12640625
2087,192821.208984375
2088,220733.051015625
2089,70510.1829296875
2090,268058.45125
2091,204872.505546875
2092,217716.43953125
2093,176327.28953125
2094,210827.1603125
2095,118343.602890625
2096,70513.052890625
2097,163854.662578125
2098,403495.5728125
2099,206930.6425
2100,203958.48078125
2101,159217.933125
2102,181014.00765625
2103,320233.884140625
2104,197053.6440625
2105,183714.47609375
2106,207178.6328125
2107,220037.9390625
2108,226380.20390625
2109,308838.47078125
2110,528157.43921875
2111,170479.998125
2112,234925.305
2113,217645.049765625
2114,258550.11828125
2115,182489.49703125
2116,211542.4584375
2117,448419.219921875
2118,115770.142421875
2119,86241.944140625
2120,158482.915625
2121,350045.26125
2122,185010.64390625
2123,198700.718671875
2124,95450.27078125
2125,164319.815703125
2126,245348.779609375
2127,214321.50640625
2128,175453.777265625
2129,169474.48734375
2130,322706.0871875
2131,149766.37171875
2132,249201.4090625
2133,186267.273125
2134,239043.705234375
2135,106400.405703125
2136,181107.89578125
2137,222652.8636328125
2138,341232.1309375
2139,187400.029453125
2140,168664.4653125
2141,165774.356953125
2142,182703.105390625
2143,313157.900078125
2144,163085.725234375
2145,315324.79140625
2146,181940.24515625
2147,236682.42984375
2148,199131.2096875
2149,193906.0596875
2150,281716.0034375
2151,111135.779453125
2152,179707.41921875
2153,257596.232109375
2154,236268.157578125
2155,297658.3696875
2156,260334.90181249997
2157,144552.098515625
2158,161080.99234375
2159,177627.651640625
2160,177253.955
2161,216921.15625
2162,189693.90078125
2163,142944.81203125
2164,244268.35609375
2165,175772.202578125
2166,151356.65546875
2167,363763.17265625
2168,173263.876328125
2169,198384.02140625
2170,269679.983046875
2171,268093.861796875
2172,176492.84234375
2173,106033.526328125
2174,157912.682421875
2175,157620.41
2176,219487.86203125
2177,67810.9281640625
2178,356436.400546875
2179,179014.78609375
2180,112889.71984375
2181,222865.63359375
2182,170822.3059375
2183,184724.613359375
2184,133797.341796875
2185,238767.850625
2186,189952.170703125
2187,361974.565
2188,288650.91234375
2189,216737.330390625
2190,220848.7104296875
2191,173214.788125
2192,220961.62140625
2193,223435.78859375
2194,296873.08234375
2195,219083.31703125
2196,177106.869921875
2197,288413.445078125
2198,199904.1940625
2199,215459.665390625
2200,149249.16359375
2201,276381.6951171875
2202,194768.75765625
2203,247684.349140625
2204,458041.32640625
2205,172002.230390625
2206,209018.21078125
2207,218881.2946484375
2208,178090.17546875
2209,151457.72375
2210,213605.013671875
2211,129193.680546875
2212,423813.526875
2213,176168.782421875
2214,188285.53171875
2215,274953.14
2216,139780.764921875
2217,276483.1921875
2218,177372.594453125
2219,171678.94296875
2220,162548.24109375
2221,207461.21171875
2222,167409.03375
2223,220941.016328125
2224,259827.882578125
2225,393449.1178125
2226,193500.419921875
2227,157302.921640625
2228,296646.899140625
2229,67463.77546875
2230,149261.2009375
2231,275909.9353515625
2232,433314.097578125
2233,256234.732578125
2234,254798.64328125
2235,182711.2215625
2236,172793.3834375
2237,179008.395625
2238,287988.05453125
2239,234176.7678125
2240,308483.0634375
2241,299291.4159375
2242,205556.08671875
2243,213863.29619791664
2244,69306.08203125
2245,164587.7365625
2246,178749.6821875
2247,388750.72109375
2248,198696.461875
2249,130885.79609375
2250,225856.165078125
2251,204658.063203125
2252,267921.88796875
2253,334191.29109375
2254,182562.36140625
2255,184685.653203125
2256,255710.78078125
2257,182817.902578125
2258,176308.046953125
2259,214245.845390625
2260,145407.36625
2261,121023.153515625
2262,154854.467578125
2263,300359.956328125
2264,68834.671484375
2265,177294.9128125
2266,268305.44171875
2267,164380.0271875
2268,182447.874453125
2269,214630.684609375
2270,177824.8403125
2271,200956.43328125
2272,365898.745234375
2273,262629.0086979167
2274,180162.50390625
2275,165333.640390625
2276,190026.149765625
2277,165727.33
2278,323448.95953125
2279,166269.74765625
2280,434262.06390625
2281,175859.656015625
2282,319919.5540625
2283,371192.115390625
2284,410086.091328125
2285,208152.338125
2286,140820.61
2287,194574.786640625
2288,167528.112265625
2289,209356.58453125
2290,269471.4334375
2291,176129.780859375
2292,233096.606328125
2293,215539.785625
2294,220632.285390625
2295,126060.798203125
2296,257474.06203125
2297,231587.26796875
2298,214510.9871875
2299,178831.1228125
2300,190370.71234375
2301,101116.010390625
2302,165072.03875
2303,220563.354609375
2304,180881.529453125
2305,153262.9796875
2306,328829.256953125
2307,109716.15578125
2308,129312.669609375
2309,167118.73859375
2310,284008.879921875
2311,376507.6890625
2312,146408.329765625
2313,191303.49125
2314,308455.56171875
2315,238393.26328125
2316,180089.812890625
2317,115977.001953125
2318,396052.6021875
2319,129946.35171875
2320,183953.29875
2321,504607.775
2322,139735.981484375
2323,195731.5171875
2324,117730.82484375
2325,146101.590625
2326,172831.1090625
2327,306978.201875
2328,309966.465625
2329,280438.4925
2330,184948.489765625
2331,237515.328359375
2332,276059.75265625
2333,312724.682109375
2334,206091.78515625
2335,129091.606875
2336,204086.0428125
2337,201756.21859375
2338,182902.722734375
2339,176007.531953125
2340,196711.89625
2341,141750.31234375
2342,207174.219140625
2343,157651.37234375
2344,125614.47484375
2345,186043.907421875
2346,196752.20578125
2347,259308.571953125
2348,135955.2284375
2349,367885.06890625
2350,66906.9866796875
2351,185070.6325
2352,320052.5271875
2353,257884.42046875
2354,405147.7496875
2355,227456.37453125
2356,165093.257734375
2357,287886.79375
2358,207944.326875
2359,150384.84484375
2360,130649.198359375
2361,192918.753125
2362,241202.41125
2363,198659.59578125
2364,179704.7465625
2365,232223.7090625
2366,198350.5428125
2367,220640.5357421875
2368,213752.64859375
2369,474248.48890625
2370,215444.358515625
2371,67024.6471875
2372,193751.67734375
2373,181129.31203125
2374,194773.7453125
2375,220270.9577734375
2376,185502.8746875
2377,176951.2971875
2378,146529.5975
2379,381940.549453125
2380,187111.94015625
2381,237658.8453125
2382,222336.554375
2383,349513.2859375
2384,123793.496640625
2385,210424.28359375
2386,122533.542734375
2387,143840.0540625
2388,307462.63625
2389,135759.090859375
2390,210401.959375
2391,389225.66875
2392,341734.480546875
2393,216201.51921875
2394,171633.838203125
2395,208555.9209375
2396,200443.06125
2397,150288.215
2398,203519.99171875
2399,148431.032578125
2400,379563.3509375
2401,193562.35546875
2402,149648.256640625
2403,331105.753671875
2404,212100.214609375
2405,231219.455703125
2406,288983.73125
2407,381673.3225
2408,259972.589609375
2409,293248.880234375
2410,246293.859609375
2411,246241.425859375
2412,113472.91875
2413,215907.34296875
2414,155293.78484375
2415,123493.449921875
2416,180639.918984375
2417,168036.112265625
2418,174451.96453125
2419,187838.655
2420,86368.601875
2421,118343.78734375
2422,107079.42359375
2423,283723.700390625
2424,238356.913828125
2425,180726.3178125
2426,182706.00609375
2427,288626.928828125
2428,204069.1703125
2429,189682.54484375
2430,217602.359140625
2431,168164.4815625
2432,169580.78828125
2433,189768.081640625
2434,179660.70234375
2435,117716.88453125
2436,225835.550625
2437,217083.33796875
2438,308571.5215625
2439,119591.429765625
2440,381230.1284375
2441,189562.851640625
2442,206036.775625
2443,258368.059140625
2444,261610.19234375
2445,141910.4246875
2446,178822.75671875
2447,283624.1878125
2448,194587.3659375
2449,217021.73828125
2450,245281.581484375
2451,229033.08296875
2452,233439.96
2453,356126.0091796875
2454,119692.150703125
2455,152836.814609375
2456,128329.19140625
2457,514069.494375
2458,286494.6028125
2459,180904.03765625
2460,145324.46703125
2461,254392.2009375
2462,137849.92390625
2463,304277.572734375
2464,414686.491796875
2465,157903.695390625
2466,135782.125
2467,229159.2159375
2468,266585.444453125
2469,326044.978359375
2470,279550.232109375
2471,213296.832578125
2472,192500.338515625
2473,169474.268046875
2474,218107.9578125
2475,252950.5884375
2476,126947.1275
2477,214751.75875
2478,165675.8765625
2479,70917.4072265625
2480,387869.53765625
2481,287467.09171875
2482,209236.79625
2483,227842.283359375
2484,218757.8916796875
2485,352530.740625
2486,325754.188359375
2487,149009.64421875
2488,245797.3716015625
2489,399660.155859375
2490,172055.503671875
2491,240304.54375
2492,143689.17796875
2493,214236.934609375
2494,332167.523125
2495,184913.7640625
2496,179576.8909375
2497,208773.938125
2498,170195.37140625
2499,219399.1684375
2500,264742.552890625
2501,162320.62984375
2502,160819.93578125
2503,206003.86859375
2504,158052.295234375
2505,322480.09296875
2506,143565.120625
2507,423272.655625
2508,268615.611328125
2509,300435.22609375
2510,168733.07125
2511,348059.8684375
2512,268983.9040625
2513,438048.655625
2514,425511.86921875
2515,189182.609140625
2516,177625.5165625
2517,173786.013125
2518,222851.0825
2519,186475.59703125
2520,425678.2225
2521,168831.978828125
2522,374534.18640625
2523,163427.07578125
2524,162486.0509375
2525,203068.54734375
2526,183238.21640625
2527,244339.8403125
2528,142112.192109375
2529,154751.861015625
2530,320660.0409765625
2531,159184.1559375
2532,206503.7571875
2533,410643.430625
2534,230968.07890625
2535,230549.053671875
2536,87143.4553125
2537,337361.8565625
2538,290244.18390625
2539,235933.680546875
2540,191656.14
2541,291263.286171875
2542,156094.50875
2543,169554.538203125
2544,257124.27734375
2545,248826.565078125
2546,314713.94625
2547,146285.5515625
2548,142643.786875
2549,328182.221015625
2550,181944.9062109375
2551,263524.22953125
2552,307351.2571875
2553,195217.48
2554,199580.49171875
2555,302185.5146875
2556,278686.1778125
2557,140845.660078125
2558,182955.388359375
2559,380466.78765625
2560,101658.8134375
2561,528683.7596875
2562,207487.057421875
2563,318525.476953125
2564,345127.3271875
2565,409338.94984375
2566,175508.49015625
2567,288656.0711328125
2568,164689.84609375
2569,170435.531875
2570,121531.433828125
2571,319563.0946875
2572,209220.02171875
2573,239146.244921875
2574,184516.2303125
2575,168100.905625
2576,503767.58421875
2577,335837.778671875
2578,148894.060625
2579,173662.13859375
2580,188357.6909375
2581,204364.061953125
2582,344417.2146875
2583,206326.80703125
2584,125829.230859375
2585,182518.937734375
2586,222440.816796875
2587,238355.790546875
2588,240650.7048828125
2589,349852.73734375
2590,202929.210234375
2591,171754.49390625
2592,344881.779296875
2593,234365.805859375
2594,256701.06015625
2595,178233.521171875
2596,169809.171953125
2597,203805.7271875
2598,175926.302109375
2599,426171.97859375
2600,151578.49703125
2601,168458.61296875
2602,89060.269296875
2603,174042.9065625
2604,156577.753125
2605,157706.1121875
2606,182603.163203125
2607,188777.590625
2608,243852.9353125
2609,226282.494609375
2610,314554.038671875
2611,209422.01984375
2612,261975.382109375
2613,190047.48625
2614,215576.3403125
2615,180588.061328125
2616,312819.678125
2617,296401.610859375
2618,188882.0434375
2619,131021.103203125
2620,148696.669453125
2621,164089.07828125
2622,234847.0909375
2623,167511.63890625
2624,176502.90171875
2625,234448.543125
2626,195240.376484375
2627,252051.460859375
2628,109373.07453125
2629,172956.495234375
2630,487693.0846875
2631,145188.438125
2632,197794.98109375
2633,164819.291015625
2634,192442.17078125
2635,112272.988359375
2636,134510.36359375
2637,134485.665703125
2638,299857.72109375
2639,147764.9325
2640,127557.42828125
2641,192707.544296875
2642,215787.81921875
2643,268798.753828125
2644,131053.809375
2645,128547.233671875
2646,289999.860625
2647,240336.615625
2648,127817.474140625
2649,98456.66078125
2650,109246.302265625
2651,238191.174296875
2652,335681.4140625
2653,325309.201484375
2654,216529.7065625
2655,192218.38828125
2656,207908.737265625
2657,148662.3796875
2658,151540.5525
2659,304644.0128125
2660,269175.85625
2661,222428.62375
2662,166080.1296875
2663,163726.190234375
2664,173438.961328125
2665,147519.9396875
2666,127628.2878125
2667,218677.766015625
2668,246045.573515625
2669,263881.72671875
2670,188134.689765625
2671,124321.15609375
2672,232758.40140625
2673,160885.20984375
2674,306747.159140625
2675,69083.0380078125
2676,193901.3209375
2677,227515.7110546875
2678,326208.246484375
2679,184933.3115625
2680,220544.615703125
2681,174031.684453125
2682,341001.834140625
2683,283420.084453125
2684,172672.414296875
2685,136586.92296875
2686,368747.60609375
2687,171622.4605078125
2688,164861.147421875
2689,143958.754921875
2690,123271.246328125
2691,223397.04015625
2692,418067.4921875
2693,85205.69421875
2694,183772.7534375
2695,396219.90328125
2696,178168.6490625
2697,237281.7840625
2698,274705.684375
2699,190825.52203125
2700,151528.5321875
2701,258499.722109375
2702,279664.8696875
2703,188930.983125
2704,251467.391171875
2705,180518.910703125
2706,117217.565390625
2707,155761.518828125
2708,266323.168828125
2709,244304.38203125
2710,161445.43953125
2711,166017.490625
2712,149160.73390625
2713,332044.74328125
2714,197001.7059375
2715,220611.963671875
2716,196250.353515625
2717,70422.5499609375
2718,167579.03296875
2719,143364.280390625
2720,141497.859375
2721,221073.929921875
2722,425867.41890625
2723,181392.2265625
2724,286749.315625
2725,275797.09125
2726,139734.840859375
2727,167595.265390625
2728,211486.411875
2729,171622.668125
2730,131197.79140625
2731,142558.69859375
2732,142507.493359375
2733,191843.7646875
2734,192512.002109375
2735,201867.97703125
2736,282688.33859375
2737,151004.584296875
2738,232603.94484375
2739,204294.8740625
2740,238689.86640625
2741,191168.17234375
2742,244549.055234375
2743,169354.14875
2744,167941.278828125
2745,178182.343671875
2746,170575.2490234375
2747,122548.823359375
2748,129200.558046875
2749,128991.498359375
2750,229560.288515625
2751,315698.920078125
2752,154056.038671875
2753,189400.87625
2754,87004.633203125
2755,165405.3659375
2756,173198.36359375
2757,304399.8021875
2758,232377.264140625
2759,200508.453359375
2760,148225.035234375
2761,378737.12859375
2762,207437.938125
2763,193642.00171875
2764,279492.28875
2765,313733.3209375
2766,249572.95703125
2767,169074.818671875
2768,154404.7625
2769,205578.66640625
2770,204534.26171875
2771,331305.211171875
2772,307951.279140625
2773,248491.3228125
2774,165056.5684375
2775,129708.849765625
2776,444914.5415625
2777,167808.735859375
2778,184292.726796875
2779,197872.78421875
2780,141991.030703125
2781,170230.2771875
2782,230105.47609375
2783,156158.8015625
2784,220764.17109375
2785,431341.1
2786,253095.9696875
2787,246083.7075
2788,151380.9890625
2789,183023.99734375
2790,193268.01109375
2791,305867.82625
2792,168828.26171875
2793,124720.013828125
2794,181267.565703125
2795,142885.902265625
2796,194408.6715625
2797,206452.4259375
2798,273885.7740625
2799,139664.202578125
2800,185430.2828125
2801,178428.016328125
2802,223668.27640625
2803,333186.284375
2804,414588.93890625
2805,168300.353515625
2806,227977.69484375
2807,157147.842578125
2808,160088.500625
2809,124479.402734375
2810,196571.96515625
2811,196326.1453125
2812,181256.509140625
2813,279247.12671875
2814,267639.3171875
2815,248187.08984375
2816,280168.6846875
2817,201831.73901041664
2818,215965.137734375
2819,245822.68828125
2820,174072.882734375
2821,264088.2703125
2822,311310.1453125
2823,180409.43609375
2824,168757.729609375
2825,325733.622421875
2826,110887.314453125
2827,177909.10125
2828,336272.9478125
2829,273603.97875
2830,167898.546875
2831,229255.9634375
2832,155977.21375
2833,165368.040078125
2834,178315.100078125
2835,174303.300703125
2836,337353.245234375
2837,145069.963984375
2838,202825.699375
2839,375225.83984375
2840,183282.03640625
2841,166356.560078125
2842,329981.8840625
2843,140835.584765625
2844,318057.783203125
2845,117275.656015625
2846,162281.78875
2847,201331.799765625
2848,268260.153125
2849,144802.15890625
2850,123414.76703125
2851,203454.176875
2852,239543.944765625
2853,184391.35390625
2854,328650.683203125
2855,250695.8753125
2856,162611.656328125
2857,205005.95828125
2858,180921.109296875
2859,216683.137734375
2860,151375.550859375
2861,217180.830859375
2862,180988.88546875
2863,171027.885234375
2864,350660.67125
2865,362435.5453125
2866,149174.738671875
2867,426016.2303125
2868,161993.915546875
2869,69032.081015625
2870,266246.41515625
2871,216581.85390625
2872,134359.240859375
2873,195702.711171875
2874,218873.9690625
2875,409974.402890625
2876,154834.61796875
2877,188212.68765625
2878,206320.2409375
2879,192628.664765625
2880,315394.21703125
2881,271378.47734375
2882,433637.76875
2883,148381.82828125
2884,111085.618515625
2885,349801.31734375
2886,291842.528125
2887,126615.9834375
2888,234972.14015625
2889,188299.361796875
2890,252956.827109375
2891,133398.0746875
2892,429842.16484375
2893,208322.296796875
2894,200542.595234375
2895,226831.59703125
2896,263603.01375
2897,269378.65765625
2898,310304.5034375
2899,220487.101015625
2900,184175.18796875
2901,202161.39625
2902,238654.35890625
2903,296949.768515625
2904,223744.67796875
2905,194189.7428125
2906,199064.98984375
2907,164946.143046875
2908,234191.115859375
2909,140030.146015625
2910,166204.534765625
2911,173405.089296875
2912,232292.373671875
2913,384917.34875
2914,251456.200625
2915,186314.80359375
2916,182401.90484375
2917,296553.913125
2918,364920.6575
2919,346875.08296875
2920,222920.01
2921,249862.08109375
2922,492004.44125
2923,194627.691484375
2924,231568.59796875
2925,137089.539140625
2926,171075.316171875
2927,207592.0591796875
2928,278628.9740625
2929,167289.92921875
2930,197679.48169531248
2931,124248.8725
2932,281591.8965625
2933,194292.27375
2934,148686.3253125
2935,191265.6690625
2936,152767.804453125
2937,304778.26609375
2938,297636.7140625
2939,158893.24359375
2940,211551.6275
